Stability_time_total_exposure,Stability_relative_humidity_average_value,JV_reverse_scan_FF,JV_default_Jsc,Cell_area_measured,JV_reverse_scan_PCE,Stability_PCE_initial_value,JV_forward_scan_Voc,JV_average_over_n_number_of_cells,Stability_light_intensity,Perovskite_deposition_number_of_deposition_steps
-57.942665,-16.052036,6.5172887,45.259403,21.54494,-21.649899,4.471388,-5.6103272,3.1459527,2.2439444,0.89865893
244.53767,-17.289549,-19.181242,-19.806602,-62.80303,38.844406,-3.9221642,31.81734,7.6395183,4.844698,2.3842895
242.17133,-7.425922,-9.326609,7.8844314,-18.35697,50.58267,-5.6893783,-4.1305046,8.698715,-2.8573205,3.1655874
-167.94112,-4.4903927,-32.929897,11.776033,-19.341072,-10.315677,-2.5748818,-0.18755713,-5.332566,-11.239584,-0.9909393
253.90343,10.873227,-10.93952,-17.065235,16.881138,15.275766,3.5019257,-46.292904,7.7998204,55.3186,-8.627135
-378.86447,12.793133,7.9627733,0.22519362,7.2451434,13.443767,2.669483,9.060133,7.340682,-7.243329,0.1353165
-318.50418,-7.7888446,-16.088081,-7.3752065,-2.5817053,-18.391794,-18.180439,-1.9719824,6.2380304,3.2907186,0.08628028
-346.39908,7.271938,-22.33667,4.4737806,10.461625,13.167828,-6.4488244,-0.9530642,6.4770317,-16.17694,1.3172652
321.7722,18.023645,42.181576,-6.219106,5.6866164,18.19391,-13.430726,0.6592129,-33.054848,5.3636703,3.4429839
39.177826,-15.3841,-26.489359,-16.90513,73.75486,28.601646,-2.7716699,-1.5368209,0.39643565,4.8698773,1.2149748
-88.86397,-1.097819,-16.738064,-12.867286,-9.281424,-16.338037,-1.1993194,-5.676051,8.298552,-8.334745,0.12190221
324.43954,14.309374,-22.988998,2.3764143,26.666018,33.832127,24.213299,-9.167683,5.468559,9.641859,2.2394378
-43.297447,3.0895455,3.6297028,11.788624,-43.934677,3.273195,5.1163454,-4.874829,5.6118608,9.119282,-0.019924665
-77.3536,14.333329,3.3778906,3.8586164,1.4086547,-27.835548,-5.9134674,-14.636607,-7.586143,9.316228,2.027982
-174.70877,10.249798,-46.50491,11.360152,19.777939,18.966372,0.8338088,0.7584106,-9.137828,-18.67624,1.1765192
327.97473,30.714144,-0.12212652,33.824764,30.713837,38.15332,15.741873,59.936035,-9.367373,10.5760565,2.645883
-45.449974,-0.58392596,-3.791704,-11.678893,-5.4066496,-34.342102,4.4564714,-19.884916,-22.14826,6.3379726,0.77510715
-157.54138,-1.5676,-19.453253,-1.4579303,20.916,21.928629,4.312974,-0.33521563,-10.697583,7.205417,1.0262452
-166.55876,-4.282406,-38.750347,44.546257,-8.944936,1.5962133,3.7414236,-16.487614,5.6483097,5.093259,-3.847933
-62.284668,4.158264,6.448937,40.842552,12.6244135,36.465282,5.2523966,3.7829645,-11.360047,7.9999166,-4.22251
-327.89038,-2.340168,-6.5370126,-11.719916,-10.103647,-23.162434,1.0962049,4.064955,5.8030553,-6.160159,-3.7998912
-327.26776,2.6793017,-16.61863,20.595516,-5.4088206,-19.449282,4.2302117,-2.1070578,8.003111,4.6767497,0.14444944
181.71852,-11.5422,1.0267265,4.8892727,-10.654647,68.853516,-0.3671075,118.41784,10.353017,-102.42559,1.2689699
-213.58257,-0.5276241,-9.436464,10.353668,-25.533567,12.26769,0.11662413,11.489238,8.157871,-6.293262,-0.5148124
-332.5344,1.0570694,-19.516523,3.47465,11.81643,11.903953,-0.7534934,-1.018052,6.438781,-5.3455343,1.1602659
72.32403,-22.089113,-46.064835,73.82782,-21.431559,10.287301,-4.8889236,1.4786925,5.8147655,-116.14248,1.0636983
-206.78758,-0.4191666,-2.838179,-10.337961,10.075355,-21.87794,2.162355,0.82708114,4.628454,6.0041013,0.82447994
-75.81529,-0.14068303,-6.121737,-14.06979,-32.212776,25.175081,4.4072895,-3.774725,6.755136,6.870736,-0.05830399
-275.46738,17.790413,-9.216147,-2.9317243,-6.657375,-10.84155,11.892407,-2.1971211,5.526322,-13.565304,0.7852246
-259.64832,-8.689775,2.1085494,-5.081903,-1.7608943,-22.039133,-12.513556,3.1135416,5.093387,3.7199218,0.17249814
397.84888,-8.11005,-62.31399,-76.45613,11.615184,-49.352303,14.257529,13.938898,-15.613167,40.289654,4.5164986
-222.19957,4.785746,-41.629833,9.274507,-6.874133,-11.882566,-37.09649,-4.305467,-0.26042777,2.1176622,0.44034696
-319.04395,-1.7840494,-4.0020905,-12.937656,13.532636,-19.974665,3.8645785,-18.141384,6.960852,-20.193996,0.906604
92.49904,-0.53092194,-10.991711,-12.542302,36.33169,-10.6023245,-6.6345177,2.6071444,-7.891085,4.0244727,3.533195
294.00433,41.640827,-26.169533,-18.224636,-56.85911,1.0942243,36.99839,-16.0963,1.6104649,-19.87297,0.1490437
-337.99817,-8.987512,-8.54785,15.23354,22.907097,-20.002884,3.1877725,-4.162497,6.117502,0.4867435,-0.31013435
1610.0791,126.55243,89.5139,-76.53121,24.991995,-23.879831,13.111497,6.74151,193.31673,57.792027,10.65657
-195.2307,-4.9279985,-22.643646,10.29688,-5.614669,10.377848,2.6738021,-0.78708315,4.0497403,7.125165,-0.89968306
-6.878749,10.589652,-26.394476,-23.11787,-52.873665,-7.272734,-90.5591,3.749557,-46.344524,-104.96541,1.2503912
96.41191,-15.073331,13.058856,-1.9327371,-10.801719,14.981045,-6.560756,-0.5772377,6.6649446,5.1045394,2.388149
-245.07664,-8.201025,-18.601286,-7.18798,16.991282,-16.335434,0.19442156,-25.429539,7.113575,3.9868932,1.0591227
-213.27878,-7.311968,-31.313496,-19.290274,-7.7234597,13.097211,-4.781514,0.6141722,6.798212,3.3472202,1.4008772
-391.09573,12.728009,-4.356015,-0.8723852,-4.21111,11.9430685,2.0264108,39.71024,7.884845,-11.414077,0.16807917
-203.84251,-1.7194366,-3.4151,-18.447739,6.438548,6.265975,2.2763762,-30.305124,9.412114,5.046892,1.979293
-253.77364,21.308865,-45.817566,-5.937465,14.276449,-11.394947,38.150265,-1.6612358,7.4510064,-2.6564345,-0.4888124
62.387478,-3.1296012,40.03657,21.29263,-49.755478,15.679871,7.6471744,-65.43263,6.217593,3.4898856,3.0492923
121.83704,-17.15822,-14.889392,-19.40739,29.02669,-28.050669,-3.4846222,-2.7507708,-5.1843314,-94.906204,1.6266294
-335.11163,-2.1354167,-8.557612,-0.85053706,13.749156,-2.336899,-1.1804311,1.5281364,-9.401277,6.5529885,-5.7649617
334.5161,-28.49848,-10.261692,-46.39591,53.541454,9.039015,2.0344868,0.84032124,6.3015556,42.681484,1.6181169
1441.9319,35.148605,28.16163,-19.547707,-43.894337,-27.703167,19.418045,7.7795362,283.7081,-7.6574063,-39.667393
-175.78885,-1.277061,-5.999365,-16.091476,-7.735863,-17.477676,-0.29300237,1.5070943,-7.0631537,7.4219103,-0.46919566
183.91612,-57.927692,-48.4043,-20.288666,-12.865323,-24.568422,-3.4481308,-14.87436,5.7810755,4.1058774,1.1721389
375.09436,-14.518752,-33.11227,-13.730842,48.339485,-23.708845,7.356442,-13.373838,7.8772798,45.208588,3.0108774
-220.95625,-1.3847317,-1.4766304,-12.690153,-7.4994087,20.111763,1.515888,1.0320092,8.182224,7.9710827,-0.27743196
-181.63846,5.9462895,-28.490875,-6.8797145,-13.907599,-12.8269415,1.5094486,-9.517506,-5.964041,5.507091,-4.7885394
-141.05376,-1.5109978,-63.184174,-8.383166,-8.28898,-8.592622,-41.692646,-1.4115447,11.025979,2.6367786,6.3765483
-296.69727,-10.490696,-7.534891,-7.584773,-4.49917,-9.6856165,-1.9293811,1.2888937,3.0375166,-2.8307176,-0.50249183
139.65096,-3.7091644,-32.103622,-0.5493203,-34.22802,-41.212326,-31.43666,3.3021836,-46.061386,-136.74326,1.0457295
-337.7779,-7.603013,-5.458848,9.455971,17.756998,-14.107007,3.2388492,-0.9092394,4.4970865,2.9380643,0.83948106
-316.15073,-3.9657362,-1.9688374,2.493058,18.160105,-18.44581,5.492404,-25.180738,8.370158,-21.51011,1.763055
-343.05603,-3.6836638,-5.650323,10.700627,0.43440044,-15.79952,-4.108549,1.022913,6.2753644,-3.824244,-2.814041
121.711815,-5.024612,-42.316917,36.27951,-21.015707,-43.28477,-56.631905,2.8032293,-29.411303,-151.6103,2.0094914
-328.30786,-3.2475631,-7.322123,-2.1867206,-7.6557527,15.071437,1.3704572,0.45557886,7.875249,-21.64256,0.2550846
-254.99445,-12.493837,-10.989431,4.10271,16.89761,-14.283783,1.1739274,-2.0561056,-14.644635,3.7867498,-3.846921
-196.40842,-2.2007413,-7.2152934,-7.1130376,-24.607378,9.220568,3.2601943,-31.020842,4.383808,0.9244313,-3.1442835
-233.02853,-4.8718624,-20.02953,10.872843,-3.1442044,-9.523289,3.0587778,-7.457162,3.8273485,4.4113836,1.1156869
51.041714,-10.541768,19.827196,18.482517,24.460283,-17.482687,4.8608313,-0.020237379,6.7449393,2.994386,2.236314
-289.6692,-9.282088,-6.6482587,-5.1780515,-5.109797,-11.694445,0.6629284,-1.3706869,7.7872562,4.723797,0.23970066
-330.91086,19.461607,-8.127224,-6.4016285,0.9661953,-10.249541,-0.27917328,0.6458094,6.467206,-18.813946,-1.2947983
239.7956,-10.451879,-5.2894473,-13.726529,2.8351698,25.563892,-0.6813336,-47.08119,-17.338985,11.725056,-5.846943
-320.5101,-4.233369,-9.15749,4.64569,-0.91187215,8.276219,23.307621,1.8910476,7.876153,-10.937155,-0.0049175518
30.482418,25.81284,-61.026356,1.3012025,-35.47372,29.949791,-6.439083,76.03021,1.5937626,6.001547,0.4520276
395.3032,-28.706205,-70.22341,120.542625,24.458157,-39.16504,-49.68475,-8.275556,-29.881517,37.372574,2.0056057
-226.27489,-10.640911,-17.015251,1.4903944,19.807322,-10.614144,1.1177403,-1.888049,2.3409672,3.8263764,-4.1140013
61.418583,-3.557836,11.3538265,29.41637,17.596016,-5.997574,3.9988184,2.9863846,4.7937765,6.206416,-18.88661
-302.3584,-4.184313,2.912612,-7.8383107,-1.7382531,3.3958232,-2.6329849,-0.16646615,-22.40715,-14.335242,0.060247026
-137.99203,0.43344563,-8.462769,11.339942,-5.0692787,24.402546,-7.093932,54.57418,7.1493526,6.8293505,0.74250805
-214.04807,-0.49207836,-23.474339,-1.7041254,13.18962,-0.35470906,2.5819244,-0.37827826,6.8297415,6.2169013,1.4316535
-326.69376,-3.2290525,-4.2861056,-5.483445,-5.0503745,-10.298854,5.4649224,-0.45269743,7.1500106,-4.330489,-1.1053271
-206.35565,-7.4872093,-23.186216,-10.4551,13.252241,-11.635293,1.8785422,-1.4780421,7.297431,5.605818,1.1837478
-185.65306,-10.185677,-6.908004,-12.989144,-20.66508,17.484241,5.2840905,-0.18972898,7.756512,3.9123025,-0.47664624
325.63763,4.4845147,2.2822568,8.018366,38.08592,7.3431945,-0.8644089,64.290924,7.0331264,5.7746005,2.726389
1273.9294,21.319489,-206.53471,7.152181,-72.89965,-23.980669,-37.3479,5.620652,156.23238,-8.462701,8.647026
-53.265915,-1.6661402,-54.39941,12.6536665,-13.4532175,-9.673495,-59.1293,-6.4001546,1.8327315,0.1853696,0.40915248
-38.524494,-5.3611293,-3.3093486,-12.072562,-7.473919,-23.185827,0.4178881,-5.2655287,8.06828,5.271228,-0.19978003
-196.08032,2.6071446,-29.620594,-5.6453266,-7.7342925,-2.355053,0.704793,-7.7953095,7.1887965,3.6685467,0.74818057
-336.13254,-13.9274025,-11.156426,4.4314947,-18.094034,16.336744,7.3949456,16.654951,7.021194,4.6156135,0.098172635
97.17629,6.6322494,-74.38294,-59.86872,-29.654966,26.026209,18.139696,-96.35831,6.458242,-180.64952,2.4626234
-243.35349,7.2776093,-13.269222,-9.023993,-0.279312,-13.955009,0.024122503,-24.881962,6.5988684,7.0716376,0.044359922
-239.02493,23.64553,-25.346304,11.658208,-4.516392,-11.712341,1.2639474,-0.8294936,-2.7833023,6.1048746,0.5948078
-298.16147,0.06782764,-6.203432,-6.371279,2.4042585,-11.1005945,1.3825455,-0.39845783,8.196472,6.399637,1.2551212
-220.66464,-3.7093432,-15.928619,-11.418743,-14.690613,10.113786,12.533922,-15.53352,7.180154,2.3723357,0.5982035
-146.62085,3.605297,18.652157,10.762307,15.399084,19.266695,4.299029,-1.1082293,6.300035,5.5610957,2.2545292
-36.565784,-2.6902382,-1.8197901,-12.353704,-9.765709,-23.477566,0.32537973,-5.778005,7.7890115,6.795166,-0.193374
-322.46884,-5.425822,-9.392985,6.17385,-2.9415023,-4.118128,2.5462947,5.507381,8.06657,-6.518527,0.013464617
-290.2396,1.7702757,-8.703051,-6.688857,-1.6667244,-11.020093,1.2452946,-1.5947778,7.613722,5.4990563,1.2553775
-346.79785,-3.3434124,-9.059806,-1.623111,2.1414387,15.976331,16.85235,-7.07889,4.0854225,-18.458393,1.042201
-265.80066,-2.64093,-5.2157173,5.7041554,-9.273188,42.269806,1.9922924,0.5512008,6.4995527,6.117882,-1.1788442
-231.99603,24.720747,-4.251598,10.13802,-6.358325,-8.4180355,8.391294,-1.2534075,4.8542924,4.236853,-0.39267558
-258.63593,-3.3937297,2.5257986,2.4133215,-9.603756,-8.343638,-0.2670192,-3.6993508,-6.179982,-5.712098,0.38932285
22.64613,-4.4491897,-4.2385817,-14.0207405,-1.1591974,45.405563,9.101542,-3.637907,-23.687502,6.793549,1.5114582
-346.2353,4.587263,2.2603173,3.453187,7.905385,19.685186,-2.30807,-12.292352,11.108618,6.522434,0.18658435
-191.7029,-8.25098,-33.7176,-17.86047,12.8096285,-14.969139,1.8672986,-1.1256722,4.0549564,4.569998,1.0586503
-65.699554,23.255041,4.0275917,12.043425,-1.786645,-9.210927,29.782274,-23.606564,-10.222987,5.9872127,-6.148859
-122.3725,22.626211,-8.922958,-9.817244,-4.7485037,-3.9227068,3.2411225,1.225778,8.476627,7.884363,0.14051606
635.2366,19.251001,30.157265,-63.107056,14.521692,71.581856,37.130676,7.760207,179.19257,9.041977,-0.56785
261.52393,-2.2104473,2.2741246,-4.5924397,-5.612081,44.27747,1.7963492,-9.288815,8.686614,45.95763,1.1261619
-233.02353,24.914114,-6.9721994,10.322807,-4.197763,-8.156953,8.032918,-1.1662346,4.6067796,4.236853,-0.54543
-305.13715,-3.4216254,-20.19495,-6.3809595,-8.354561,-13.271367,-0.7827982,0.73804516,7.143901,-20.090963,0.25681204
-183.11317,3.379501,-46.5582,-1.0478827,-6.1004195,15.963652,4.0986433,-0.8894032,6.61041,5.7821326,-0.25485015
-331.3795,6.187122,-17.62179,-10.602377,-2.4889119,0.34004802,0.55834347,-1.0066454,7.7853265,-3.3233826,0.1865771
-315.41998,-0.59344035,-2.4908586,8.643348,-5.1008744,13.342364,2.50249,0.060936835,5.4684963,7.7501984,0.21614717
-194.16818,6.009352,-49.85239,-1.6630046,-12.731913,-9.50379,4.329216,-2.9599457,2.1025255,1.3643454,-2.4596958
-292.74866,-3.6399107,-17.568378,-12.062686,9.422979,-7.7283773,-24.161804,-0.9923525,-2.1943007,-4.5116067,0.6521845
245.41646,-22.269491,2.9465315,0.4254141,56.23524,74.77521,-1.1754724,81.19162,8.269802,25.272543,0.6966674
57.863018,-7.9039674,6.1069374,-16.243608,10.932762,-17.490795,0.07123597,-0.10929124,7.752109,3.1145918,3.624945
-194.5843,-5.189744,-42.316837,15.654854,24.63529,24.557474,1.5707736,4.6299834,7.918506,3.882833,0.54567075
302.8516,-4.7961645,30.775135,9.273735,-8.370284,33.506416,83.34064,-8.469924,-26.63118,46.136063,1.053395
-101.23267,-7.3809276,1.2933844,-6.8163967,-11.194881,22.46213,-29.74358,52.82207,9.888678,8.321689,0.7486916
-248.98312,17.653263,-10.540643,-12.482927,11.944866,-1.8982134,1.184634,-1.3975294,6.314559,6.460909,1.0018796
-45.888382,2.5722227,-8.690516,-12.971257,-22.033373,21.561493,-13.379103,-45.279884,6.245684,6.849596,-2.6764266
-329.22827,10.358282,-20.005959,-5.3816695,-7.2551446,-10.704096,-0.9111723,-0.92006236,8.384038,-2.5931706,0.26015252
-151.89716,16.32431,-6.776451,0.9602163,13.143713,-17.933414,2.311165,1.4727896,-5.392353,6.1489344,1.1609558
-183.79741,-13.828992,-53.24946,-9.538361,7.719938,-11.430462,0.74184734,-10.9191475,4.864101,4.776239,0.89149463
-315.24704,2.6666622,-12.152248,-13.746306,10.267771,-16.386286,1.786524,-0.47946298,-13.744922,5.893429,0.96511996
-221.70747,13.079454,-6.883575,-20.142372,3.4578567,-17.162022,-11.369645,-7.2711844,0.78723055,4.6210465,-3.880462
293.3601,25.378242,20.823503,10.7591,27.16345,67.09319,3.4953384,-35.02494,6.5372195,14.961969,1.6701382
363.67703,-2.5018363,137.71693,-66.5465,15.818418,56.35701,20.828156,32.15624,5.0253534,5.3396554,-15.406568
-292.45316,-0.38665912,-3.0720434,-8.105256,-10.261817,-13.792492,2.1789494,-2.2528114,7.6751013,-16.978893,0.06576711
97.93999,33.254265,12.99609,-20.975119,-17.70486,7.6179,-3.4045355,6.9508157,4.359833,8.029754,3.4336252
-46.845783,-2.981699,-77.905334,8.728253,-17.302797,-17.05822,0.30333045,65.429955,3.599351,3.6887884,0.7163642
293.89218,-17.344921,-31.55357,-36.919415,29.293266,-22.779766,-41.05069,-17.405397,9.16015,48.336414,-16.64473
-301.1481,-5.844724,-8.088842,-7.194916,-8.533199,-12.479617,-1.8548009,-0.62157375,-16.384209,-12.199076,0.14780925
-304.75287,4.2345295,-4.683434,5.92913,-5.4911714,10.614564,4.1213074,-1.8066865,6.640806,5.892179,0.16555035
-182.33292,-9.631509,-24.242424,9.691554,-2.2349162,7.3463426,-0.28522104,-29.215954,7.5675416,5.321146,1.1800234
-333.0074,11.211382,-21.394106,-11.017429,-5.324988,5.182969,2.698087,1.0438186,4.9147806,6.0876193,1.1617
-64.956184,9.164489,-15.226715,-9.035513,6.526351,-14.482577,-47.243595,-3.4841223,4.089974,-5.32621,1.6043744
281.76233,74.29964,-5.252709,31.72514,6.8430834,14.655878,-46.354305,0.80579156,19.165825,12.286756,0.22907889
42.545265,-53.787968,121.66747,3.0744548,-18.809565,22.190153,-9.49034,-30.487408,-6.122762,2.577419,-2.3545709
-357.3356,16.90134,-5.444751,29.002226,-7.2874327,-15.075564,1.6002679,-1.8407375,4.734191,-11.947275,0.04210272
-263.15317,-3.9311924,-6.903045,5.578607,10.605908,23.10859,2.4954278,-18.087927,-17.467705,-13.767185,0.9010373
64.56927,24.437614,15.685806,-16.224339,-6.031497,12.2289715,30.4268,-0.29738182,5.531126,6.926512,1.8310488
-329.67093,-3.5982568,-0.5105204,-7.661491,-7.351818,7.210238,1.4107796,-0.29789436,8.161972,-21.61376,0.25509635
37.57891,-24.906494,17.499195,-9.865411,-57.057587,-8.316346,17.834614,-3.42761,6.7428384,-10.186349,1.688627
-341.08875,-3.9325626,-8.035824,-1.9968389,-29.056833,8.82749,-5.2450237,0.7846484,7.2774873,0.28670874,0.30959764
-302.07294,-0.3008058,-7.920602,-5.956229,14.267164,-10.535375,0.13122766,-0.09249134,7.061308,-9.899674,1.2461666
104.707405,-4.5518804,26.992521,15.711081,-9.509052,24.380783,8.067765,0.58371174,6.6637917,7.2216988,1.7851099
55.624714,-25.697348,10.468796,20.042068,25.828661,34.76895,6.5447426,33.3302,5.9705753,3.2591505,3.6295683
536.78705,19.39087,-58.90178,-53.30757,-218.39821,21.014091,89.956276,-31.651136,8.999653,-7.469099,-4.597351
-79.95331,-9.509343,-13.558206,-12.952763,-5.3403153,-16.5038,0.5038856,-5.5519104,6.7529354,4.5893674,1.0738617
-201.44858,4.7734413,-12.294723,-1.042407,-2.9667313,13.8003235,2.4158509,-1.5769471,7.431556,-9.262117,-0.25671232
68.96089,-13.050201,18.118883,25.006815,-6.203089,10.184236,4.6761084,-29.680761,9.094443,4.5440063,1.8185552
-279.3265,11.463411,-32.76406,-4.419051,-30.804605,26.294558,-8.368903,-3.4593196,5.0839624,-7.7516575,-0.63389623
816.5067,-12.662307,12.504541,-137.4975,-58.559727,-38.06293,7.902098,-8.93675,-292.01697,-5.0784063,-3.2752712
71.28025,-10.633949,-39.996677,6.7650332,-15.943359,-9.062228,-29.970757,-1.1013396,14.208682,5.304941,2.3506901
-309.9614,-2.5975623,-13.267439,1.4487355,0.06753581,-3.012403,-0.25157064,-2.223386,4.451795,-3.5438933,-0.5383864
-70.162415,2.0870745,-2.893566,9.345255,20.97797,22.104301,-4.4362316,-23.169218,5.31807,6.0760446,1.6226771
316.4244,20.540905,-6.446256,-1.6289568,-47.084644,11.223896,-6.072681,1.6982144,-4.091971,13.847455,3.07958
106.81644,24.06747,3.7971978,41.89546,-24.85218,-19.392328,9.131106,51.42481,6.5422106,5.555782,-15.672505
232.30313,-29.652292,-1.4020871,-24.283329,33.71891,41.22547,-3.0674214,-4.615251,7.39492,1.8103231,2.347489
-3.1215649,-3.0966406,20.469465,-14.400776,-12.650338,36.279335,1.8398749,-5.219334,6.6789956,3.7266784,-0.16913447
-71.02599,23.606432,-8.624191,-30.714153,-1.7071013,27.840874,5.0536256,-1.005879,-10.996627,5.91364,-0.02816214
-301.07248,-0.7346643,-6.529828,4.283516,15.097652,-23.03285,5.6714487,-0.4044246,3.952906,3.2344,1.0206724
-71.83708,-4.161762,-15.865692,-1.4157839,-9.170383,-11.574044,3.4796124,-5.753809,8.197516,6.104933,0.051797446
-260.4738,-4.714251,-20.329227,5.294106,-7.8329515,3.1253006,1.7316868,-1.2586393,6.076034,6.188587,0.2322045
298.3239,10.785173,-11.786442,-4.5416217,43.950962,18.586702,0.092158064,-3.1950173,-7.1261463,9.33606,2.1093996
-49.692505,5.678395,-2.1463244,27.61789,20.746428,39.994427,4.043452,1.882172,-14.295649,-12.648695,1.8309708
-30.342382,24.753523,0.62494934,6.478544,-6.4217005,-22.008177,23.508558,-1.6422074,-3.5385597,5.0913525,-0.51957273
-204.89482,-1.7736559,-21.788803,-12.521507,-11.735211,-16.879953,-7.237327,-2.3969405,9.462983,-3.6473887,-0.40469632
222.96426,-36.072765,-12.000035,-17.263008,-7.007537,-17.96929,-6.0290236,-3.5291777,8.844597,8.693262,-6.591947
-203.91727,17.375692,-7.899732,-20.75947,-26.524755,2.6994555,-0.32186583,-2.4816103,8.294733,-13.964318,-0.5991222
-325.5803,2.9789996,-3.7371774,-5.552594,-5.281296,-8.385055,0.59699816,-0.6632933,4.034549,-1.0540957,-1.0993488
-113.131424,20.800491,-14.035731,-14.524727,-3.0072756,-18.88933,0.5164288,-3.3338559,7.3115134,8.133181,0.120561905
-293.01566,5.7877717,-19.9738,7.1779017,0.2568732,9.802015,-4.9554663,-2.6604033,5.507666,7.5379596,0.7981961
375.58218,6.5438433,-49.08645,-23.7442,-6.338633,43.227448,-144.55154,-23.363247,5.565117,38.450256,-7.1342487
713.0369,-16.182251,-68.811005,-74.87464,125.33617,30.761433,68.89903,-14.216204,15.413586,-11.800822,1.8945229
-180.98798,6.057636,-48.70297,0.504808,-8.413098,-13.179973,-35.161648,-3.5747015,2.9353473,2.1249447,-1.3215781
-280.24066,16.06161,-4.726635,-8.604059,-1.4596357,-14.789749,-12.640192,0.55730057,5.90221,-12.94239,-0.53519803
-192.42888,-2.9169345,-9.924684,-13.556583,-6.9194036,-17.000639,0.12236744,-0.3079551,8.383573,5.963458,-0.37136984
-57.208214,1.2771116,-18.594904,-2.8552494,-13.550991,-11.920318,7.143204,-7.0112047,2.7427783,0.7678834,-0.09016542
-9.9560995,-21.368933,3.7466173,0.057979465,-5.1399474,35.371105,7.611376,-5.593923,7.8983736,3.0747557,-0.18641987
-93.179375,4.5516634,-4.884751,-15.176823,-7.2176633,-26.532528,3.0954995,-3.4946902,6.993393,7.222334,-0.05272674
-260.5535,-5.1594405,-1.8101395,-14.40928,-25.028612,-0.49661416,-2.9862092,-3.5574336,-8.368023,-6.726816,1.0635315
374.6521,13.93411,338.15106,83.404396,-4.968097,-48.85424,-13.123705,-4.0669622,7.3432746,-83.05541,0.7398046
-316.9575,-3.249398,-9.326717,-14.468343,12.216181,13.069898,4.127599,-19.846119,8.094105,-21.23373,0.9808788
-246.04985,-0.99459606,-21.526424,6.6709604,-6.3231344,-6.8538938,3.4099474,0.2441394,4.9891,2.502736,0.6885763
